pos medtmrca geno interval
22206900 14 AB in
22216900 24 AB in
22226900 10 AB in
22236900 15 AB out
22246900 14 AB out
1311 10 BB out
11311 17 BB out
21311 11 BB out
31311 7 BB out
41311 11 BB out
51311 9 BB out
61311 9 BB out
71311 8 BB out
81311 6 BB out
91311 6 BB out
101311 7 BB out
111311 6 BB out
121311 7 BB out
131311 7 BB out
141311 9 BB out
151311 10 BB out
161311 14 BB out
171311 16 BB out
181311 15 BB out
191311 8 BB out
201311 12 BB out
211311 14 BB out
221311 6 BB out
231311 6 BB out
241311 4 BB out
251311 14 BB out
261311 6 BB out
271311 12 BB out
281311 8 BB out
291311 13 BB out
301311 8 BB out
311311 10 BB out
321311 14 BB out
331311 18 BB out
341311 10 BB out
351311 13 BB out
361311 18 BB out
371311 12 BB out
381311 14 BB out
391311 16 BB out
401311 14 BB out
411311 15 BB out
421311 18 BB out
431311 13 BB out
441311 12 BB out
451311 10 BB out
461311 16 BB out
471311 17 BB out
481311 14 BB out
491311 15 BB out
501311 20 BB out
511311 9 BB out
521311 16 BB out
531311 18 BB out
541311 18 BB out
551311 12 BB out
561311 14 BB out
571311 16 BB out
581311 10 BB out
591311 15 BB out
601311 18 BB out
611311 16 BB out
621311 15 BB out
631311 14 BB out
641311 18 BB out
651311 13 BB out
661311 16 BB out
671311 18 BB out
681311 15 BB out
691311 14 BB out
701311 15 BB out
711311 16 BB out
721311 12 BB out
731311 18 BB out
741311 12 BB out
751311 12 BB out
761311 14 BB out
771311 12 BB out
781311 17 BB out
791311 13 BB out
801311 14 BB out
811311 17 BB out
821311 16 BB out
831311 14 BB out
841311 18 BB out
851311 14 BB out
861311 18 BB out
871311 15 BB out
881311 15 BB out
891311 16 BB out
941311 15 BB out
951311 14 BB out
961311 14 BB out
971311 20 BB out
981311 14 BB out
991311 18 BB out
1001310 16 BB out
1011310 16 BB out
1021310 16 BB out
1031310 18 BB out
1041310 12 BB out
1051310 15 BB out
1061310 16 BB out
1071310 10 BB out
1081310 16 BB out
1091310 17 BB out
1101310 14 BB out
1111310 15 BB out
1121310 18 BB out
1131310 18 BB out
1141310 16 BB out
1151310 16 BB out
1161310 18 BB out
1171310 16 BB out
1181310 18 BB out
1191310 15 BB out
1201310 16 BB out
1211310 12 BB out
1221310 14 BB out
1231310 12 BB out
1241310 14 BB out
1251310 12 BB out
1261310 16 BB out
1271310 18 BB out
1281310 16 BB out
1291310 16 BB out
1301310 16 BB out
1311310 16 BB out
1321310 16 BB out
1331310 17 BB out
1341310 13 BB out
1351310 16 BB out
1361310 15 BB out
1371310 15 BB out
1381310 13 BB out
1391310 16 BB out
1401310 8 BB out
1411310 14 BB out
1421310 13 BB out
1431310 15 BB out
1441310 16 BB out
1451310 16 BB out
1461310 12 BB out
1471310 15 BB out
1481310 14 BB out
1491310 14 BB out
1501310 12 BB out
1511310 12 BB out
1521310 16 BB out
1531310 15 BB out
1541310 13 BB out
1551310 16 BB out
1561310 12 BB out
1571310 18 BB out
1581310 16 BB out
1591310 12 BB out
1601310 15 BB out
1611310 16 BB out
1621310 12 BB out
1631310 17 BB out
1641310 16 BB out
1651310 16 BB out
1661310 12 BB out
1671310 12 BB out
1681310 8 BB out
1691310 11 BB out
1701310 14 BB out
1711310 15 BB out
1721310 16 BB out
1731310 16 BB out
1741310 14 BB out
1751310 16 BB out
1761310 15 BB out
1771310 18 BB out
1781310 20 BB out
1791310 16 BB out
1801310 16 BB out
1811310 16 BB out
1821310 16 BB out
1831310 15 BB out
1841310 17 BB out
1851310 16 BB out
1861310 18 BB out
1871310 16 BB out
1951310 15 BB out
1961310 16 BB out
2021310 16 BB out
2031310 16 BB out
2061310 16 BB out
2071310 16 BB out
2101310 15 BB out
2111310 16 BB out
2121310 16 BB out
2131310 16 BB out
2141310 16 BB out
2181310 15 BB out
2191310 16 BB out
2201310 16 BB out
2221310 15 BB out
2231310 16 BB out
2301310 12 BB out
2311310 16 BB out
2331310 18 BB out
2341310 14 BB out
2351310 16 BB out
2361310 16 BB out
2371310 16 BB out
2381310 16 BB out
2391310 16 BB out
2401310 13 BB out
2411310 20 BB out
2421310 18 BB out
2431310 16 BB out
2441310 16 BB out
2451310 18 BB out
2461310 19 BB out
2471310 14 BB out
2481310 18 BB out
2491310 18 BB out
2501310 16 BB out
2511310 13 BB out
2521310 16 BB out
2531310 15 BB out
2541310 13 BB out
2551310 14 BB out
2561310 16 BB out
2571310 17 BB out
2581310 14 BB out
2591310 14 BB out
2601310 16 BB out
2611310 18 BB out
2621310 15 BB out
2631310 17 BB out
2641310 16 BB out
2651310 14 BB out
2661310 14 BB out
2671310 11 BB out
2681310 18 BB out
2691310 12 BB out
2701310 18 BB out
2711310 16 BB out
2721310 18 BB out
2731310 14 BB out
2741310 18 BB out
2751310 16 BB out
2761310 16 BB out
2771310 16 BB out
2871310 10 BB out
2881310 16 BB out
2891310 12 BB out
2901310 18 BB out
2911310 16 BB out
2921310 17 BB out
2931310 16 BB out
2941310 8 BB out
2951310 13 BB out
2961310 15 BB out
2971310 14 BB out
2981310 13 BB out
2991310 12 BB out
3001310 16 BB out
3011310 18 BB out
3021310 18 BB out
3031310 16 BB out
3041310 16 BB out
3051310 16 BB out
3061310 14 BB out
3071310 14 BB out
3081310 16 BB out
3091310 13 BB out
3101310 12 BB out
3111310 14 BB out
3121310 10 BB out
3131310 18 BB out
3141310 16 BB out
3151310 16 BB out
3161310 18 BB out
3171310 16 BB out
3181310 14 BB out
3191310 14 BB out
3201310 14 BB out
3211310 18 BB out
3221310 10 BB out
3231310 16 BB out
3241310 17 BB out
3251310 12 BB out
3261310 18 BB out
3271310 14 BB out
3281310 16 BB out
3291310 18 BB out
3301310 15 BB out
3311310 15 BB out
3321310 14 BB out
3331310 19 BB out
3341310 20 BB out
3351310 16 BB out
3361310 16 BB out
3371310 12 BB out
3381310 17 BB out
3391310 14 BB out
3401310 17 BB out
3411310 15 BB out
3421310 15 BB out
3431310 16 BB out
3441310 15 BB out
3451310 16 BB out
3461310 16 BB out
3471310 16 BB out
3481310 15 BB out
3491310 14 BB out
3501310 16 BB out
3511310 14 BB out
3521310 14 BB out
3531310 16 BB out
3541310 17 BB out
3551310 14 BB out
3561310 18 BB out
3571310 18 BB out
3581310 17 BB out
3591310 16 BB out
3601310 17 BB out
3611310 18 BB out
3621310 16 BB out
3631310 14 BB out
3641310 17 BB out
3651310 10 BB out
3661310 13 BB out
3671310 14 BB out
3681310 15 BB out
3691310 15 BB out
3701310 18 BB out
3711310 16 BB out
3721310 16 BB out
3731310 18 BB out
3741310 11 BB out
3751310 18 BB out
3761310 18 BB out
3771310 18 BB out
3781310 16 BB out
3791310 19 BB out
3801310 17 BB out
3811310 18 BB out
3821310 19 BB out
3831310 21 BB out
3841310 18 BB out
3851310 18 BB out
3861310 18 BB out
3871310 16 BB out
3881310 16 BB out
3891310 18 BB out
3901310 18 BB out
3911310 16 BB out
3921310 15 BB out
3931310 15 BB out
3941310 18 BB out
3951310 16 BB out
3961310 16 BB out
3971310 18 BB out
3981310 17 BB out
3991310 18 BB out
4001310 16 BB out
4011310 12 BB out
4021310 17 BB out
4031310 16 BB out
4041310 14 BB out
4051310 14 BB out
4061310 16 BB out
4071310 16 BB out
4081310 17 BB out
4091310 12 BB out
4101310 18 BB out
4111310 14 BB out
4121310 14 BB out
4131310 20 BB out
4141310 16 BB out
4151310 14 BB out
4161310 18 BB out
4171310 18 BB out
4181310 16 BB out
4191310 16 BB out
4201310 14 BB out
4211310 18 BB out
4221310 13 BB out
4231310 16 BB out
4241310 14 BB out
4251310 14 BB out
4261310 16 BB out
4271310 16 BB out
4281310 14 BB out
4291310 19 BB out
4301310 16 BB out
4311310 16 BB out
4321310 16 BB out
4331310 18 BB out
4341310 14 BB out
4351310 17 BB out
4361310 14 BB out
4371310 17 BB out
4381310 14 BB out
4391310 18 BB out
4401310 17 BB out
4411310 18 BB out
4421310 15 BB out
4431310 12 BB out
4441310 20 BB out
4451310 16 BB out
4461310 22 BB out
4471310 16 BB out
4481310 11 BB out
4491310 15 BB out
4501310 12 BB out
4511310 18 BB out
4521310 10 BB out
4531310 13 BB out
4541310 14 BB out
4551310 14 BB out
4561310 17 BB out
4571310 18 BB out
4581310 18 BB out
4591310 18 BB out
4601310 14 BB out
4611310 14 BB out
4621310 17 BB out
4631310 18 BB out
4641310 14 BB out
4651310 19 BB out
4661310 10 BB out
4671310 12 BB out
4681310 17 BB out
4691310 16 BB out
4701310 14 BB out
4711310 14 BB out
4721310 13 BB out
4731310 14 BB out
4741310 14 BB out
4751310 13 BB out
4761310 19 BB out
4771310 13 BB out
4781310 16 BB out
4791310 16 BB out
4801310 14 BB out
4811310 14 BB out
4821310 18 BB out
4831310 17 BB out
4841310 12 BB out
4851310 18 BB out
4861310 14 BB out
4871310 10 BB out
4881310 15 BB out
4891310 20 BB out
4901310 16 BB out
4911310 14 BB out
4921310 12 BB out
4931310 16 BB out
4941310 16 BB out
4951310 14 BB out
4961310 12 BB out
4971310 15 BB out
4981310 16 BB out
4991310 18 BB out
5001310 15 BB out
5011310 14 BB out
5021310 14 BB out
5031310 14 BB out
5041310 12 BB out
5051310 16 BB out
5061310 18 BB out
5071310 16 BB out
5081310 13 BB out
5091310 14 BB out
5101310 18 BB out
5111310 13 BB out
5121310 18 BB out
5131310 14 BB out
5141310 16 BB out
5151310 14 BB out
5161310 14 BB out
5171310 14 BB out
5181310 20 BB out
5191310 16 BB out
5201310 16 BB out
5211310 15 BB out
5221310 16 BB out
5231310 8 BB out
5241310 18 BB out
5251310 16 BB out
5261310 18 BB out
5271310 13 BB out
5281310 16 BB out
5291310 18 BB out
5301310 18 BB out
5311310 19 BB out
5321310 16 BB out
5331310 13 BB out
5341310 15 BB out
5351310 14 BB out
5361310 15 BB out
5371310 18 BB out
5381310 19 BB out
5391310 12 BB out
5401310 16 BB out
5411310 16 BB out
5421310 18 BB out
5431310 17 BB out
5441310 15 BB out
5451310 18 BB out
5461310 18 BB out
5471310 18 BB out
5481310 18 BB out
5491310 14 BB out
5501310 16 BB out
5511310 16 BB out
5521310 16 BB out
5531310 11 BB out
5541310 18 BB out
5551310 14 BB out
5561310 17 BB out
5571310 15 BB out
5581310 14 BB out
5591310 14 BB out
5601310 18 BB out
5611310 14 BB out
5621310 16 BB out
5631310 13 BB out
5641310 12 BB out
5651310 16 BB out
5661310 18 BB out
5671310 19 BB out
5681310 18 BB out
5691310 12 BB out
5701310 14 BB out
5711310 20 BB out
5721310 16 BB out
5731310 16 BB out
5741310 12 BB out
5751310 15 BB out
5761310 18 BB out
5771310 13 BB out
5781310 16 BB out
5791310 18 BB out
5801310 15 BB out
5811310 16 BB out
5821310 16 BB out
5831310 13 BB out
5841310 11 BB out
5851310 9 BB out
5861310 15 BB out
5871310 14 BB out
5881310 16 BB out
5891310 19 BB out
5901310 8 BB out
5911310 16 BB out
5921310 14 BB out
5931310 14 BB out
5941310 15 BB out
5951310 16 BB out
5961310 16 BB out
5971310 16 BB out
5981310 14 BB out
5991310 12 BB out
6001310 11 BB out
6011310 16 BB out
6021310 16 BB out
6031310 16 BB out
6041310 16 BB out
6051310 17 BB out
6061310 16 BB out
6071310 12 BB out
6081310 18 BB out
6091310 12 BB out
6101310 12 BB out
6111310 13 BB out
6121310 18 BB out
6131310 14 BB out
6141310 16 BB out
6151310 16 BB out
6161310 14 BB out
6171310 15 BB out
6181310 16 BB out
6191310 12 BB out
6201310 16 BB out
6211310 15 BB out
6221310 10 BB out
6231310 20 BB out
6241310 17 BB out
6251310 16 BB out
6261310 12 BB out
6271310 12 BB out
6281310 10 BB out
6291310 16 BB out
6301310 16 BB out
6311310 16 BB out
6321310 18 BB out
6331310 19 BB out
6341310 17 BB out
6351310 18 BB out
6361310 16 BB out
6371310 14 BB out
6381310 14 BB out
6391310 16 BB out
6401310 17 BB out
6411310 13 BB out
6421310 16 BB out
6431310 16 BB out
6441310 12 BB out
6451310 11 BB out
6461310 20 BB out
6471310 18 BB out
6481310 14 BB out
6491310 18 BB out
6501310 17 BB out
6511310 14 BB out
6521310 17 BB out
6531310 15 BB out
6541310 16 BB out
6551310 16 BB out
6561310 14 BB out
6571310 14 BB out
6581310 12 BB out
6591310 18 BB out
6601310 12 BB out
6611310 16 BB out
6621310 16 BB out
6631310 16 BB out
6641310 12 BB out
6651310 16 BB out
6661310 14 BB out
6671310 10 BB out
6681310 14 BB out
6691310 8 BB out
6701310 14 BB out
6711310 14 BB out
6721310 20 BB out
6731310 18 BB out
6741310 16 BB out
6751310 16 BB out
6761310 13 BB out
6771310 11 BB out
6781310 18 BB out
6791310 20 BB out
6801310 18 BB out
6811310 18 BB out
6821310 16 BB out
6831310 13 BB out
6841310 13 BB out
6851310 15 BB out
6861310 12 BB out
6871310 18 BB out
6881310 17 BB out
6891310 12 BB out
6901310 18 BB out
6911310 13 BB out
6921310 18 BB out
6931310 16 BB out
6941310 16 BB out
6951310 16 BB out
6961310 12 BB out
6971310 14 BB out
6981310 18 BB out
6991310 16 BB out
7001310 16 BB out
7011310 16 BB out
7021310 14 BB out
7031310 12 BB out
7041310 18 BB out
7051310 16 BB out
7061310 14 BB out
7071310 13 BB out
7081310 16 BB out
7091310 12 BB out
7101310 15 BB out
7111310 9 BB out
7121310 18 BB out
7131310 14 BB out
7141310 14 BB out
7151310 14 BB out
7161310 16 BB out
7171310 20 BB out
7181310 18 BB out
7191310 10 BB out
7201310 16 BB out
7211310 16 BB out
7221310 14 BB out
7231310 14 BB out
7241310 22 BB out
7251310 20 BB out
7261310 14 BB out
7271310 14 BB out
7281310 14 BB out
7291310 14 BB out
7301310 13 BB out
7311310 14 BB out
7321310 15 BB out
7331310 10 BB out
7341310 14 BB out
7351310 14 BB out
7361310 9 BB out
7371310 16 BB out
7381310 16 BB out
7401310 16 BB out
7411310 13 BB out
7421310 10 BB out
7431310 14 BB out
7441310 10 BB out
7451310 13 BB out
7461310 7 BB out
7471310 17 BB out
7481310 15 BB out
7491310 11 BB out
7501310 14 BB out
7511310 16 BB out
7521310 14 BB out
7531310 8 BB out
7541310 19 BB out
7551310 14 BB out
7561310 16 BB out
7571310 15 BB out
7581310 15 BB out
7591310 18 BB out
7601310 18 BB out
7611310 16 BB out
7621310 12 BB out
7631310 16 BB out
7641310 14 BB out
7651310 14 BB out
7661310 14 BB out
7671310 14 BB out
7681310 17 BB out
7691310 14 BB out
7701310 14 BB out
7711310 15 BB out
7721310 18 BB out
7731310 18 BB out
7741310 14 BB out
7751310 16 BB out
7761310 10 BB out
7771310 14 BB out
7781310 10 BB out
7791310 14 BB out
7801310 18 BB out
7811310 14 BB out
7821310 10 BB out
7831310 15 BB out
7841310 14 BB out
7851310 14 BB out
7861310 18 BB out
7871310 12 BB out
7881310 12 BB out
7891310 12 BB out
7901310 14 BB out
7911310 10 BB out
7921310 12 BB out
7931310 12 BB out
7941310 18 BB out
7951310 14 BB out
7961310 12 BB out
7971310 16 BB out
7981310 14 BB out
7991310 22 BB out
8001310 14 BB out
8011310 17 BB out
8021310 18 BB out
8031310 16 BB out
8041310 13 BB out
8051310 18 BB out
8061310 18 BB out
8071310 14 BB out
8081310 13 BB out
8091310 11 BB out
8101310 10 BB out
8111310 14 BB out
8121310 16 BB out
8131310 18 BB out
8141310 13 BB out
8151310 12 BB out
8161310 12 BB out
8171310 18 BB out
8181310 7 BB out
8191310 17 BB out
8201310 10 BB out
8211310 12 BB out
8221310 12 BB out
8231310 14 BB out
8241310 16 BB out
8251310 12 BB out
8261310 16 BB out
8271310 10 BB out
8281310 18 BB out
8291310 15 BB out
8301310 12 BB out
8311310 10 BB out
8321310 14 BB out
8331310 14 BB out
8341310 16 BB out
8351310 18 BB out
8361310 12 BB out
8371310 16 BB out
8381310 16 BB out
8391310 14 BB out
8401310 14 BB out
8411310 16 BB out
8421310 14 BB out
8431310 10 BB out
8441310 12 BB out
8451310 12 BB out
8461310 14 BB out
8471310 12 BB out
8481310 12 BB out
8491310 11 BB out
8501310 16 BB out
8511310 16 BB out
8521310 16 BB out
8531310 14 BB out
8541310 14 BB out
8551310 16 BB out
8561310 16 BB out
8571310 16 BB out
8581310 14 BB out
8591310 11 BB out
8601310 20 BB out
8611310 12 BB out
8621310 20 BB out
8631310 9 BB out
8641310 10 BB out
8651310 12 BB out
8661310 13 BB out
8671310 16 BB out
8681310 13 BB out
8691310 11 BB out
8701310 12 BB out
8711310 12 BB out
8721310 18 BB out
8731310 16 BB out
8741310 14 BB out
8751310 16 BB out
8761310 18 BB out
8771310 16 BB out
8781310 14 BB out
8791310 16 BB out
8801310 14 BB out
8811310 12 BB out
8821310 16 BB out
8831310 16 BB out
8841310 18 BB out
8851310 14 BB out
8861310 14 BB out
8871310 16 BB out
8881310 18 BB out
8891310 12 BB out
8901310 19 BB out
8911310 16 BB out
8921310 16 BB out
8931310 14 BB out
8941310 15 BB out
8951310 14 BB out
8961310 15 BB out
8971310 21 BB out
8981310 11 BB out
8991310 16 BB out
9001310 9 BB out
9011310 14 BB out
9021310 15 BB out
9031310 15 BB out
9041310 13 BB out
9051310 11 BB out
9061310 12 BB out
9071310 12 BB out
9081310 16 BB out
9091310 16 BB out
9101310 12 BB out
9111310 12 BB out
9121310 13 BB out
9131310 14 BB out
9141310 16 BB out
9151310 14 BB out
9161310 16 BB out
9171310 14 BB out
9181310 16 BB out
9191310 18 BB out
9201310 14 BB out
9211310 13 BB out
9221310 18 BB out
9231310 17 BB out
9241310 18 BB out
9251310 14 BB out
9261310 14 BB out
9271310 15 BB out
9281310 10 BB out
9291310 12 BB out
9301310 12 BB out
9311310 16 BB out
9321310 16 BB out
9331310 10 BB out
9341310 14 BB out
9351310 14 BB out
9361310 18 BB out
9371310 19 BB out
9381310 10 BB out
9391310 16 BB out
9401310 13 BB out
9411310 13 BB out
9421310 16 BB out
9431310 15 BB out
9441310 13 BB out
9451310 14 BB out
9461310 8 BB out
9471310 18 BB out
9481310 15 BB out
9491310 21 BB out
9501310 17 BB out
9511310 14 BB out
9521310 18 BB out
9531310 12 BB out
9541310 14 BB out
9551310 16 BB out
9561310 16 BB out
9571310 15 BB out
9581310 18 BB out
9591310 12 BB out
9601310 14 BB out
9611310 16 BB out
9621310 10 BB out
9631310 16 BB out
9641310 13 BB out
9651310 18 BB out
9661310 12 BB out
9671310 13 BB out
9681310 16 BB out
9691310 14 BB out
9701310 12 BB out
9711310 12 BB out
9721310 13 BB out
9731310 12 BB out
9741310 16 BB out
9751310 19 BB out
9761310 16 BB out
9771310 14 BB out
9781310 18 BB out
9791310 16 BB out
9801310 16 BB out
9811310 14 BB out
9821310 14 BB out
9831310 14 BB out
9841310 11 BB out
9851310 18 BB out
9861310 18 BB out
9871310 18 BB out
9881310 17 BB out
9891310 11 BB out
9901310 15 BB out
9911310 13 BB out
9921310 12 BB out
9931310 16 BB out
9941310 16 BB out
9951310 8 BB out
9961310 13 BB out
9971310 14 BB out
9981310 13 BB out
9991310 13 BB out
10001300 16 BB out
10011300 15 BB out
10021300 11 BB out
10031300 14 BB out
10041300 16 BB out
10051300 17 BB out
10061300 16 BB out
10071300 12 BB out
10081300 16 BB out
10091300 18 BB out
10101300 10 BB out
10111300 20 BB out
10121300 16 BB out
10131300 20 BB out
10141300 16 BB out
10151300 17 BB out
10161300 14 BB out
10171300 12 BB out
10181300 14 BB out
10191300 15 BB out
10201300 12 BB out
10211300 19 BB out
10221300 16 BB out
10231300 17 BB out
10241300 14 BB out
10251300 16 BB out
10261300 14 BB out
10271300 18 BB out
10281300 15 BB out
10291300 14 BB out
10301300 12 BB out
10311300 18 BB out
10321300 18 BB out
10331300 18 BB out
10341300 18 BB out
10351300 18 BB out
10361300 12 BB out
10371300 18 BB out
10381300 16 BB out
10391300 16 BB out
10401300 14 BB out
10411300 16 BB out
10421300 16 BB out
10431300 12 BB out
10441300 16 BB out
10451300 19 BB out
10461300 17 BB out
10471300 13 BB out
10481300 14 BB out
10491300 12 BB out
10501300 16 BB out
10511300 14 BB out
10521300 18 BB out
10531300 16 BB out
10541300 14 BB out
10551300 16 BB out
10561300 14 BB out
10571300 12 BB out
10581300 16 BB out
10591300 13 BB out
10601300 10 BB out
10611300 10 BB out
10621300 14 BB out
10631300 16 BB out
10641300 16 BB out
10651300 14 BB out
10661300 16 BB out
10671300 14 BB out
10681300 18 BB out
10691300 16 BB out
10701300 14 BB out
10711300 15 BB out
10721300 16 BB out
10731300 12 BB out
10741300 12 BB out
10751300 13 BB out
10761300 7 BB out
10771300 9 BB out
10781300 12 BB out
10791300 14 BB out
10801300 11 BB out
10811300 17 BB out
10821300 16 BB out
10831300 18 BB out
10841300 11 BB out
10851300 14 BB out
10861300 18 BB out
10871300 18 BB out
10881300 10 BB out
10891300 7 BB out
10901300 10 BB out
10911300 13 BB out
10921300 14 BB out
10931300 16 BB out
10941300 14 BB out
10951300 13 BB out
10961300 17 BB out
10971300 16 BB out
10981300 19 BB out
10991300 16 BB out
11001300 14 BB out
11011300 14 BB out
11021300 16 BB out
11031300 20 BB out
11041300 17 BB out
11051300 18 BB out
11061300 12 BB out
11071300 14 BB out
11081300 12 BB out
11091300 14 BB out
11101300 13 BB out
11111300 18 BB out
11121300 12 BB out
11131300 16 BB out
11141300 16 BB out
11151300 12 BB out
11161300 16 BB out
11171300 12 BB out
11181300 16 BB out
11191300 12 BB out
11201300 14 BB out
11211300 16 BB out
11221300 18 BB out
11231300 21 BB out
11241300 15 BB out
11251300 16 BB out
11261300 14 BB out
11271300 14 BB out
11281300 12 BB out
11291300 10 BB out
11301300 13 BB out
11311300 16 BB out
11321300 13 BB out
11331300 13 BB out
11341300 20 BB out
11351300 15 BB out
11361300 20 BB out
11371300 6 BB out
11381300 12 BB out
11391300 14 BB out
11401300 12 BB out
11411300 15 BB out
11421300 15 BB out
11431300 16 BB out
11441300 12 BB out
11451300 16 BB out
11461300 18 BB out
11471300 18 BB out
11481300 14 BB out
11491300 14 BB out
11501300 11 BB out
11511300 13 BB out
11521300 13 BB out
11531300 14 BB out
11541300 17 BB out
11551300 12 BB out
11561300 15 BB out
11571300 16 BB out
11581300 12 BB out
11591300 16 BB out
11601300 17 BB out
11611300 12 BB out
11621300 18 BB out
11631300 12 BB out
11641300 14 BB out
11651300 19 BB out
11661300 18 BB out
11671300 9 BB out
11681300 11 BB out
11691300 13 BB out
11701300 14 BB out
11711300 12 BB out
11721300 14 BB out
11731300 14 BB out
11741300 16 BB out
11751300 22 BB out
11761300 13 BB out
11771300 14 BB out
11781300 12 BB out
11791300 17 BB out
11801300 14 BB out
11811300 20 BB out
11821300 19 BB out
11831300 14 BB out
11841300 15 BB out
11851300 19 BB out
11861300 11 BB out
11871300 16 BB out
11881300 16 BB out
11891300 14 BB out
11901300 16 BB out
11911300 15 BB out
11921300 14 BB out
11931300 19 BB out
11941300 16 BB out
11951300 17 BB out
11961300 20 BB out
11971300 14 BB out
11981300 14 BB out
11991300 13 BB out
12001300 16 BB out
12011300 13 BB out
12021300 16 BB out
12031300 20 BB out
12041300 16 BB out
12051300 12 BB out
12061300 14 BB out
12071300 14 BB out
12081300 18 BB out
12091300 10 BB out
12101300 17 BB out
12111300 16 BB out
12121300 12 BB out
12131300 16 BB out
12141300 13 BB out
12151300 17 BB out
12161300 14 BB out
12171300 12 BB out
12181300 14 BB out
12191300 16 BB out
12201300 14 BB out
12211300 20 BB out
12221300 12 BB out
12231300 16 BB out
12241300 14 BB out
12251300 15 BB out
12261300 15 BB out
12271300 15 BB out
12281300 12 BB out
12291300 11 BB out
12301300 13 BB out
12311300 18 BB out
12321300 14 BB out
12331300 14 BB out
12341300 11 BB out
12351300 14 BB out
12361300 14 BB out
12371300 15 BB out
12381300 14 BB out
12391300 18 BB out
12401300 16 BB out
12411300 14 BB out
12421300 16 BB out
12431300 14 BB out
12441300 16 BB out
12451300 16 BB out
12461300 17 BB out
12471300 20 BB out
12481300 12 BB out
12491300 16 BB out
12501300 14 BB out
12511300 18 BB out
12521300 12 BB out
12531300 16 BB out
12541300 13 BB out
12551300 12 BB out
12561300 12 BB out
12571300 12 BB out
12581300 16 BB out
12591300 15 BB out
12601300 14 BB out
12611300 18 BB out
12621300 19 BB out
12631300 16 BB out
12641300 16 BB out
12651300 15 BB out
12661300 12 BB out
12671300 15 BB out
12681300 15 BB out
12691300 14 BB out
12701300 18 BB out
12711300 16 BB out
12721300 16 BB out
12731300 12 BB out
12741300 15 BB out
12751300 12 BB out
12761300 10 BB out
12771300 10 BB out
12781300 17 BB out
12791300 16 BB out
12801300 16 BB out
12811300 17 BB out
12821300 16 BB out
12831300 12 BB out
12841300 16 BB out
12851300 16 BB out
12861300 18 BB out
12871300 18 BB out
12881300 19 BB out
12891300 14 BB out
12901300 18 BB out
12911300 14 BB out
12921300 14 BB out
12931300 17 BB out
12941300 13 BB out
12951300 11 BB out
12961300 11 BB out
12971300 8 BB out
12981300 14 BB out
12991300 12 BB out
13001300 16 BB out
13011300 20 BB out
13021300 14 BB out
13031300 14 BB out
13041300 12 BB out
13051300 16 BB out
13061300 15 BB out
13071300 14 BB out
13081300 14 BB out
13091300 16 BB out
13101300 16 BB out
13111300 16 BB out
13121300 14 BB out
13131300 12 BB out
13141300 18 BB out
13151300 18 BB out
13161300 13 BB out
13171300 12 BB out
13181300 10 BB out
13191300 14 BB out
13201300 16 BB out
13211300 15 BB out
13221300 14 BB out
13231300 18 BB out
13241300 19 BB out
13251300 15 BB out
13261300 18 BB out
13271300 10 BB out
13281300 14 BB out
13291300 10 BB out
13301300 8 BB out
13311300 8 BB out
13321300 8 BB out
13331300 7 BB out
13341300 14 BB out
13351300 6 BB out
13361300 8 BB out
13371300 16 BB out
13381300 8 BB out
13391300 10 BB out
13401300 12 BB out
13411300 7 BB out
13421300 10 BB out
13431300 10 BB out
13441300 15 BB out
13451300 12 BB out
13461300 16 BB out
13471300 16 BB out
13481300 13 BB out
13491300 12 BB out
13501300 16 BB out
13511300 20 BB out
13521300 16 BB out
13531300 16 BB out
13541300 14 BB out
13551300 12 BB out
13561300 18 BB out
13571300 14 BB out
13581300 18 BB out
13591300 13 BB out
13601300 20 BB out
13611300 17 BB out
13621300 14 BB out
13631300 14 BB out
13641300 11 BB out
13651300 13 BB out
13661300 18 BB out
13671300 18 BB out
13681300 18 BB out
13691300 20 BB out
13701300 14 BB out
13711300 14 BB out
13721300 16 BB out
13731300 11 BB out
13741300 10 BB out
13751300 11 BB out
13761300 14 BB out
13771300 4 BB out
13781300 4 BB out
13791300 8 BB out
13801300 16 BB out
13811300 12 BB out
13821300 14 BB out
13831300 13 BB out
13841300 10 BB out
13851300 17 BB out
13861300 9 BB out
13871300 18 BB out
13881300 10 BB out
13891300 9 BB out
13901300 8 BB out
13911300 10 BB out
13921300 6 BB out
13931300 14 BB out
13941300 10 BB out
13951300 16 BB out
13961300 8 BB out
13971300 11 BB out
13981300 10 BB out
13991300 12 BB out
14001300 10 BB out
14011300 18 BB out
14021300 15 BB out
14031300 12 BB out
14041300 10 BB out
14051300 12 BB out
14061300 8 BB out
14071300 10 BB out
14081300 6 BB out
14091300 4 BB out
14101300 4 BB out
14121300 4 BB out
14131300 4 BB in
14141300 2 BB in
14161300 2 BB in
14181300 2 BB in
14251300 2 BB in
14261300 2 BB in
14301300 4 BB in
14311300 4 BB in
14321300 4 BB in
14331300 4 BB in
14371300 4 BB in
14381300 6 BB in
14391300 6 BB in
14401300 8 BB in
14411300 5 BB in
14421300 11 BB in
14431300 4 BB in
14441300 4 BB in
14461300 4 BB in
14481300 4 BB in
14491300 4 BB in
14501300 8 BB in
14511300 4 BB in
14521300 4 BB in
14531300 4 BB in
14541300 5 BB in
14551300 4 BB in
14561300 5 BB in
14571300 8 BB in
14581300 6 BB in
14591300 6 BB in
14601300 10 BB in
